"option1","option2","option3","word1","word2","word3","word4","word5","word6"
"cucchiaio, rana","﻿anello, fiammifero","limone, appuntamento","cucchiaio","rana","﻿anello","fiammifero","limone","appuntamento"
"pomodoro, leone","lavagna, bidet","coperta, piatto","pomodoro","leone","lavagna","bidet","coperta","piatto"
"braccialetto, panchina","lanterna, autostrada","lanterna, mappa","braccialetto","panchina","lanterna","autostrada","lanterna","mappa"
"stuzzicadenti, mais","giallo, limone","braccialetto, autostrada","stuzzicadenti","mais","giallo","limone","braccialetto","autostrada"
"﻿anello, documento","blu, cassettiera","succo, bidet","﻿anello","documento","blu","cassettiera","succo","bidet"
"cucchiaio, cuscino","fiammifero, menta","coccodrillo, autorità","cucchiaio","cuscino","fiammifero","menta","coccodrillo","autorità"
"menta, bidet","crostino, pidocchio","spinaci, rana","menta","bidet","crostino","pidocchio","spinaci","rana"
"bidet, bersaglio","coperta, coccodrillo","braccialetto, cassettiera","bidet","bersaglio","coperta","coccodrillo","braccialetto","cassettiera"
"diario, equilatero","forchetta, lanterna","candela, soglia","diario","equilatero","forchetta","lanterna","candela","soglia"
"lavagna, eccentrico","stuzzicadenti, cassettiera","bersaglio, soglia","lavagna","eccentrico","stuzzicadenti","cassettiera","bersaglio","soglia"
"viola, autostrada","viola, sole","braccialetto, ciotola","viola","autostrada","viola","sole","braccialetto","ciotola"
"cipolla, panchina","piatto, autorità","sole, pidocchio","cipolla","panchina","piatto","autorità","sole","pidocchio"
"blu, leone","agenda, autostrada","lattuga, pomodoro","blu","leone","agenda","autostrada","lattuga","pomodoro"
"sega, appuntamento","succo, sega","blu, damigiana","sega","appuntamento","succo","sega","blu","damigiana"
"forchetta, lavagna","portafoglio, giallo","portafoglio, damigiana","forchetta","lavagna","portafoglio","giallo","portafoglio","damigiana"
"blu, appuntamento","forchetta, satellite","eccentrico, documento","blu","appuntamento","forchetta","satellite","eccentrico","documento"
"﻿anello, rana","﻿anello, caramella","gessetto, documento","﻿anello","rana","﻿anello","caramella","gessetto","documento"
"fiammifero, mais","candela, portafoglio","coperta, sega","fiammifero","mais","candela","portafoglio","coperta","sega"
"bidet, documento","candela, autostrada","panchina, autostrada","bidet","documento","candela","autostrada","panchina","autostrada"
"﻿anello, cavolo","cuscino, documento","fiammifero, ciliegio","﻿anello","cavolo","cuscino","documento","fiammifero","ciliegio"
"eccentrico, bersaglio","limone, cavolo","ciliegio, equilibrio","eccentrico","bersaglio","limone","cavolo","ciliegio","equilibrio"
"diario, pomodoro","cavolo, bidet","forchetta, pidocchio","diario","pomodoro","cavolo","bidet","forchetta","pidocchio"
"diario, menta","ciotola, bidet","braccialetto, cucchiaio","diario","menta","ciotola","bidet","braccialetto","cucchiaio"
"cucchiaio, timone","﻿anello, mappa","piatto, spinaci","cucchiaio","timone","﻿anello","mappa","piatto","spinaci"
"coperta, cuscino","ciotola, penna","caramella, appuntamento","coperta","cuscino","ciotola","penna","caramella","appuntamento"
"viola, menta","diario, lanterna","penna, rosa","viola","menta","diario","lanterna","penna","rosa"
"coperta, cucchiaio","bidet, autorità","ciotola, appuntamento","coperta","cucchiaio","bidet","autorità","ciotola","appuntamento"
"cavolo, documento","mais, cassettiera","coperta, rana","cavolo","documento","mais","cassettiera","coperta","rana"
"stuzzicadenti, bersaglio","verde, agenda","fiammifero, appuntamento","stuzzicadenti","bersaglio","verde","agenda","fiammifero","appuntamento"
"sole, crostino","verde, cipolla","cavolo, equilatero","sole","crostino","verde","cipolla","cavolo","equilatero"
"cipolla, documento","piatto, libreria","forchetta, blu","cipolla","documento","piatto","libreria","forchetta","blu"
"succo, cassettiera","diario, mais","cuscino, pomodoro","succo","cassettiera","diario","mais","cuscino","pomodoro"
"posacenere, lanterna","crostino, bersaglio","coperta, equilibrio","posacenere","lanterna","crostino","bersaglio","coperta","equilibrio"
"coccodrillo, sega","cucchiaio, cassettiera","blu, equilatero","coccodrillo","sega","cucchiaio","cassettiera","blu","equilatero"
"rosa, satellite","viola, bersaglio","limone, equilatero","rosa","satellite","viola","bersaglio","limone","equilatero"
"cassettiera, appuntamento","rosa, lanterna","pomodoro, posacenere","cassettiera","appuntamento","rosa","lanterna","pomodoro","posacenere"
"posacenere, bidet","cuscino, portafoglio","limone, succo","posacenere","bidet","cuscino","portafoglio","limone","succo"
"menta, rana","lanterna, appuntamento","cipolla, lanterna","menta","rana","lanterna","appuntamento","cipolla","lanterna"
"portafoglio, equilibrio","panchina, bidet","verde, equilibrio","portafoglio","equilibrio","panchina","bidet","verde","equilibrio"
"cuscino, lavagna","piatto, verde","pidocchio, libreria","cuscino","lavagna","piatto","verde","pidocchio","libreria"
"candela, sega","fiammifero, lattuga","timone, coccodrillo","candela","sega","fiammifero","lattuga","timone","coccodrillo"
"lavagna, panchina","ciliegio, autorità","bidet, autostrada","lavagna","panchina","ciliegio","autorità","bidet","autostrada"
"viola, eccentrico","crostino, libreria","lattuga, soglia","viola","eccentrico","crostino","libreria","lattuga","soglia"
"libreria, bersaglio","candela, ciliegio","braccialetto, lavagna","libreria","bersaglio","candela","ciliegio","braccialetto","lavagna"
"limone, equilibrio","gessetto, limone","timone, sole","limone","equilibrio","gessetto","limone","timone","sole"
"diario, equilibrio","succo, sole","﻿anello, ciotola","diario","equilibrio","succo","sole","﻿anello","ciotola"
"forchetta, agenda","viola, libreria","spremiagrumi, lanterna","forchetta","agenda","viola","libreria","spremiagrumi","lanterna"
"gessetto, satellite","penna, sega","braccialetto, libreria","gessetto","satellite","penna","sega","braccialetto","libreria"
"crostino, appuntamento","spinaci, coccodrillo","lavagna, libreria","crostino","appuntamento","spinaci","coccodrillo","lavagna","libreria"
"limone, bersaglio","damigiana, soglia","ciotola, limone","limone","bersaglio","damigiana","soglia","ciotola","limone"
"cavolo, sega","ciotola, giallo","coperta, lavagna","cavolo","sega","ciotola","giallo","coperta","lavagna"
"eccentrico, sega","cipolla, sega","spinaci, autostrada","eccentrico","sega","cipolla","sega","spinaci","autostrada"
"braccialetto, giallo","spremiagrumi, caramella","cuscino, ciliegio","braccialetto","giallo","spremiagrumi","caramella","cuscino","ciliegio"
"fiammifero, spremiagrumi","penna, stuzzicadenti","crostino, ciliegio","fiammifero","spremiagrumi","penna","stuzzicadenti","crostino","ciliegio"
"﻿anello, satellite","coperta, autorità","cuscino, rosa","﻿anello","satellite","coperta","autorità","cuscino","rosa"
"cuscino, damigiana","gessetto, rosa","portafoglio, pomodoro","cuscino","damigiana","gessetto","rosa","portafoglio","pomodoro"
"diario, cavolo","equilibrio, bersaglio","candela, lanterna","diario","cavolo","equilibrio","bersaglio","candela","lanterna"
"﻿anello, cipolla","giallo, panchina","cavolo, panchina","﻿anello","cipolla","giallo","panchina","cavolo","panchina"
"spinaci, mappa","diario, ciliegio","braccialetto, limone","spinaci","mappa","diario","ciliegio","braccialetto","limone"
"stuzzicadenti, cavolo","ciotola, gessetto","viola, bidet","stuzzicadenti","cavolo","ciotola","gessetto","viola","bidet"
"coperta, mappa","menta, equilatero","cuscino, satellite","coperta","mappa","menta","equilatero","cuscino","satellite"
"piatto, posacenere","crostino, autorità","verde, cipolla","piatto","posacenere","crostino","autorità","verde","cipolla"
"spremiagrumi, autorità","pomodoro, coccodrillo","cucchiaio, soglia","spremiagrumi","autorità","pomodoro","coccodrillo","cucchiaio","soglia"
"coperta, mais","sole, satellite","candela, autostrada","coperta","mais","sole","satellite","candela","autostrada"
"bidet, autorità","verde, eccentrico","portafoglio, equilatero","bidet","autorità","verde","eccentrico","portafoglio","equilatero"
"equilatero, crostino","autostrada, cassettiera","diario, limone","equilatero","crostino","autostrada","cassettiera","diario","limone"
"﻿anello, satellite","panchina, bersaglio","forchetta, posacenere","﻿anello","satellite","panchina","bersaglio","forchetta","posacenere"
"diario, portafoglio","succo, sega","verde, spremiagrumi","diario","portafoglio","succo","sega","verde","spremiagrumi"
"cucchiaio, cassettiera","portafoglio, eccentrico","eccentrico, satellite","cucchiaio","cassettiera","portafoglio","eccentrico","eccentrico","satellite"
"sole, autostrada","coperta, spinaci","fiammifero, piatto","sole","autostrada","coperta","spinaci","fiammifero","piatto"
"libreria, soglia","cucchiaio, autorità","damigiana, satellite","libreria","soglia","cucchiaio","autorità","damigiana","satellite"
"piatto, bersaglio","limone, satellite","lavagna, giallo","piatto","bersaglio","limone","satellite","lavagna","giallo"
"giallo, blu","pomodoro, satellite","menta, leone","giallo","blu","pomodoro","satellite","menta","leone"
"rana, satellite","cipolla, coccodrillo","cavolo, bersaglio","rana","satellite","cipolla","coccodrillo","cavolo","bersaglio"
"stuzzicadenti, caramella","diario, equilibrio","﻿anello, mais","stuzzicadenti","caramella","diario","equilibrio","﻿anello","mais"
"equilatero, caramella","bersaglio, appuntamento","rana, mappa","equilatero","caramella","bersaglio","appuntamento","rana","mappa"
"cuscino, ciliegio","satellite, soglia","sole, spinaci","cuscino","ciliegio","satellite","soglia","sole","spinaci"
"mais, agenda","braccialetto, appuntamento","crostino, bersaglio","mais","agenda","braccialetto","appuntamento","crostino","bersaglio"
"﻿anello, rosa","ciotola, spinaci","mais, rana","﻿anello","rosa","ciotola","spinaci","mais","rana"
"panchina, autorità","viola, menta","cavolo, eccentrico","panchina","autorità","viola","menta","cavolo","eccentrico"
"candela, agenda","fiammifero, damigiana","piatto, appuntamento","candela","agenda","fiammifero","damigiana","piatto","appuntamento"
"timone, cassettiera","diario, spremiagrumi","satellite, libreria","timone","cassettiera","diario","spremiagrumi","satellite","libreria"
"cuscino, autorità","cavolo, mappa","sole, agenda","cuscino","autorità","cavolo","mappa","sole","agenda"
"crostino, soglia","caramella, appuntamento","cipolla, caramella","crostino","soglia","caramella","appuntamento","cipolla","caramella"
"rana, pidocchio","cavolo, pomodoro","spremiagrumi, soglia","rana","pidocchio","cavolo","pomodoro","spremiagrumi","soglia"
"lavagna, cavolo","leone, equilibrio","lattuga, equilatero","lavagna","cavolo","leone","equilibrio","lattuga","equilatero"
"caramella, satellite","eccentrico, libreria","limone, spremiagrumi","caramella","satellite","eccentrico","libreria","limone","spremiagrumi"
"piatto, soglia","rosa, sole","ciotola, libreria","piatto","soglia","rosa","sole","ciotola","libreria"
"braccialetto, menta","mappa, autorità","cuscino, libreria","braccialetto","menta","mappa","autorità","cuscino","libreria"
"sole, panchina","cucchiaio, spinaci","braccialetto, rana","sole","panchina","cucchiaio","spinaci","braccialetto","rana"
"stuzzicadenti, agenda","posacenere, sega","penna, lattuga","stuzzicadenti","agenda","posacenere","sega","penna","lattuga"
"rosa, appuntamento","cavolo, satellite","cavolo, cipolla","rosa","appuntamento","cavolo","satellite","cavolo","cipolla"
"eccentrico, pidocchio","lavagna, stuzzicadenti","cucchiaio, sega","eccentrico","pidocchio","lavagna","stuzzicadenti","cucchiaio","sega"
"sole, libreria","﻿anello, viola","rosa, caramella","sole","libreria","﻿anello","viola","rosa","caramella"
"gessetto, succo","﻿anello, spinaci","bersaglio, autostrada","gessetto","succo","﻿anello","spinaci","bersaglio","autostrada"
"spinaci, equilibrio","bersaglio, soglia","forchetta, equilatero","spinaci","equilibrio","bersaglio","soglia","forchetta","equilatero"
"fiammifero, documento","menta, panchina","coperta, autorità","fiammifero","documento","menta","panchina","coperta","autorità"
"fiammifero, panchina","cuscino, pidocchio","candela, sega","fiammifero","panchina","cuscino","pidocchio","candela","sega"
"menta, autorità","ciotola, lanterna","lanterna, sega","menta","autorità","ciotola","lanterna","lanterna","sega"
"penna, cipolla","portafoglio, libreria","eccentrico, bersaglio","penna","cipolla","portafoglio","libreria","eccentrico","bersaglio"
"stuzzicadenti, appuntamento","forchetta, limone","rosa, autostrada","stuzzicadenti","appuntamento","forchetta","limone","rosa","autostrada"
"cuscino, mappa","portafoglio, documento","stuzzicadenti, lanterna","cuscino","mappa","portafoglio","documento","stuzzicadenti","lanterna"
"stuzzicadenti, crostino","blu, lanterna","eccentrico, soglia","stuzzicadenti","crostino","blu","lanterna","eccentrico","soglia"
"satellite, bersaglio","lattuga, panchina","succo, lattuga","satellite","bersaglio","lattuga","panchina","succo","lattuga"
"cuscino, piatto","giallo, documento","diario, satellite","cuscino","piatto","giallo","documento","diario","satellite"
"spremiagrumi, satellite","cucchiaio, damigiana","lanterna, bidet","spremiagrumi","satellite","cucchiaio","damigiana","lanterna","bidet"
"caramella, pidocchio","spremiagrumi, appuntamento","coccodrillo, bersaglio","caramella","pidocchio","spremiagrumi","appuntamento","coccodrillo","bersaglio"
"stuzzicadenti, libreria","coperta, menta","forchetta, sole","stuzzicadenti","libreria","coperta","menta","forchetta","sole"
"piatto, cassettiera","gessetto, lanterna","cucchiaio, appuntamento","piatto","cassettiera","gessetto","lanterna","cucchiaio","appuntamento"
"cavolo, crostino","forchetta, appuntamento","piatto, bidet","cavolo","crostino","forchetta","appuntamento","piatto","bidet"
"candela, penna","braccialetto, libreria","sole, pidocchio","candela","penna","braccialetto","libreria","sole","pidocchio"
"spinaci, leone","cucchiaio, gessetto","coccodrillo, mappa","spinaci","leone","cucchiaio","gessetto","coccodrillo","mappa"
"portafoglio, spinaci","lavagna, coccodrillo","pidocchio, bersaglio","portafoglio","spinaci","lavagna","coccodrillo","pidocchio","bersaglio"
"piatto, lanterna","equilatero, soglia","﻿anello, lattuga","piatto","lanterna","equilatero","soglia","﻿anello","lattuga"
"spremiagrumi, panchina","lavagna, mais","braccialetto, posacenere","spremiagrumi","panchina","lavagna","mais","braccialetto","posacenere"
"gessetto, blu","forchetta, timone","cipolla, damigiana","gessetto","blu","forchetta","timone","cipolla","damigiana"
"penna, autostrada","fiammifero, satellite","candela, equilibrio","penna","autostrada","fiammifero","satellite","candela","equilibrio"
"cucchiaio, eccentrico","cuscino, eccentrico","viola, panchina","cucchiaio","eccentrico","cuscino","eccentrico","viola","panchina"
